language,BCP-47 code,ISO 639-3 code,ISO 639-1 code
Kwaami,,ksq,
Borong,ksr_Latn,ksr,
"Kisi, Southern",kss_Latn,kss,
Winyé,,kst,
Khamyang,,ksu,
Kusu,,ksv,
S'gaw Karen,,ksw,
Kedang,,ksx,
Kharia Thar,,ksy,
Kodaku,ksz_Deva,ksz,
Katua,,kta,
Kambaata,ktb_Ethi,ktb,
Kholok,,ktc,
Kukatha,,ktd,
Nubri,,kte,
Kwami,,ktf,
Kalkutung,,ktg,
Karanga,,kth,
North Muyu,,kti,
"Krumen, Plapo",ktj_Latn,ktj,
Kaniet,,ktk,
Koroshi,,ktl,
Kurti,,ktm,
Karitiâna,,ktn,
Kuot,kto_Latn,kto,
Kaduo,,ktp,
South Muyu,,kts,
Ketum,,ktt,
Kituba (Democratic Republic of Congo),,ktu,
Eastern Katu,,ktv,
Kato,,ktw,
Kaxararí,,ktx,
Kango (Bas-Uélé District),,kty,
Juǀʼhoansi,,ktz,
Kwanyama,kua_Latn,kua,kj
Kutep,kub_Latn,kub,
Kwinsu,,kuc,
'Auhelawa,,kud,
Kuman,kue_Latn,kue,
Western Katu,,kuf,
Kupa,,kug,
Kushi,kuh_Latn,kuh,
Kuikúro-Kalapálo,,kui,
Kuria,,kuj,
Kepo',,kuk,
Kulere,,kul,
Kumyk,kum_Cyrl,kum,
Kunama,,kun,
Kumukio,,kuo,
Kunimaipa,,kup,
Karipuna,,kuq,
Kusaal,kus_Latn,kus,
Kutenai,,kut,
Upper Kuskokwim,,kuu,
Kur,,kuv,
Kpagua,,kuw,
Kukatja,,kux,
Kuuku-Ya'u,,kuy,
Kunza,,kuz,
Bagvalal,,kva,
Kubu,,kvb,
Kove,,kvc,
Kui (Indonesia),,kvd,
Kalabakan,,kve,
Kabalai,,kvf,
Kuni-Boazi,,kvg,
Komodo,,kvh,
Kwang,,kvi,
Psikye,,kvj,
Kayaw,,kvl,
Kendem,,kvm,
"Kuna, Border",kvn_Latn,kvn,
Dobel,,kvo,
Kompane,,kvp,
Geba Karen,,kvq,
Kerinci,,kvr,
Yinbaw Karen,,kvu,
Kola,,kvv,
Wersing,kvw_Latn,kvw,
Parkari Koli,kvx_Arab,kvx,
Yintale Karen,,kvy,
Tsaukambo,,kvz,
Dâw,,kwa,
Kwa,,kwb,
Likwala,,kwc,
Kwaio,kwd_Latn,kwd,
Kwerba,,kwe,
Kwara’ae,kwf_Latn,kwf,
Sara Kaba Deme,,kwg,
Kowiai,,kwh,
Awa-Cuaiquer,kwi_Latn,kwi,
Kwanga,,kwj,
Kwakiutl,,kwk,
Kofyar,,kwl,
Kwambi,kwm_Latn,kwm,
Kwangali,,kwn,
Kwomtari,,kwo,
Kodia,,kwp,
Kwer,,kwr,
Kwese,,kws,
Kwesten,,kwt,
Kwakum,,kwu,
Sara Kaba Náà,,kwv,
Kwinti,,kww,
Khirwar,,kwx,
San Salvador Kongo,,kwy,
Kwadi,,kwz,
Kairiru,,kxa,
Krobu,,kxb,
Konso,kxc_Ethi,kxc,
Brunei,,kxd,
Kawyaw,kxf_Latn,kxf,
Karo (Ethiopia),,kxh,
Keningau Murut,,kxi,
Kulfa,,kxj,
Zayein Karen,,kxk,
"Khmer, Northern",kxm_Thai,kxm,
Kanowit-Tanjong Melanau,,kxn,
Kanoé,,kxo,
Wadiyara Koli,kxp_Arab,kxp,
Smärky Kanum,,kxq,
Koro (Papua New Guinea),,kxr,
Kangjia,,kxs,
Koiwat,,kxt,
Kuvi,,kxv,
Konai,,kxw,
Likuba,,kxx,
Kayong,,kxy,
Kerewo,,kxz,
Kwaya,,kya,
"Kalinga, Butbut",kyb_Latn,kyb,
Kyaka,kyc_Latn,kyc,
Karey,,kyd,
Krache,,kye,
Kouya,kyf_Latn,kyf,
Keyagana,kyg_Latn,kyg,
Karok,,kyh,
Kiput,,kyi,
Karao,,kyj,
Kamayo,,kyk,
Kalapuya,,kyl,
Northern Binukidnon,,kyn,
Klon,kyo_Latn,kyo,
Kenga,kyq_Latn,kyq,
Kuruáya,,kyr,
Baram Kayan,,kys,
Kayagar,,kyt,
"Kayah, Western",kyu_Kali,kyu,
Kudmali,,kyw,
Rapoisi,kyx_Latn,kyx,
Kambaira,,kyy,
Kayabí,kyz_Latn,kyz,
Western Karaboro,,kza,
Kaibobo,,kzb,
Bondoukou Kulango,,kzc,
Kadai,,kzd,
"Kaili, Da’a",kzf_Latn,kzf,
Kikai,,kzg,
Kelabit,kzi_Latn,kzi,
Kazukuru,,kzk,
Kayeli,,kzl,
Kais,,kzm,
Kokola,,kzn,
Kaningi,,kzo,
Kaidipang,,kzp,
Kaike,,kzq,
Karang,,kzr,
Sugut Dusun,,kzs,
Kayupulau,,kzu,
Komyandaret,,kzv,
Kamarian,,kzx,
Kango (Tshopo District),,kzy,
Kalabra,,kzz,
Southern Subanen,,laa,
Lacandon,lac_Latn,lac,
Ladino,,lad,
Pattani,,lae,
Lafofa,,laf,
Langi,lag_Latn,lag,
Lambya,,lai,
Lango,laj_Latn,laj,
Laka (Nigeria),,lak,
Lalia,,lal,
Lamba,lam_Latn,lam,
Laru,,lan,
Lao,lao_Laoo,lao,lo
Laka (Chad),,lap,
Qabiao,,laq,
Larteh,,lar,
Lama,las_Latn,las,
Latin,lat_Latn,lat,la
Latvian,lav_Latn,lav,lv
Lauje,law_Latn,law,
Tiwa,,lax,
Aribwatsa,,laz,
Label,,lbb,
Lakkia,,lbc,
Lak,,lbe,
Tinani,,lbf,
Ladakhi,lbj_Tibt,lbj,
Central Bontok,,lbk,
Libon Bikol,,lbl,
Lodhi,,lbm,
Rmeet,,lbn,
Laven,,lbo,
Wampar,,lbq,
Lohorung,,lbr,
Lachi,,lbt,
Labu,,lbu,
Lavatbura-Lamusong,,lbv,
Tolaki,lbw_Latn,lbw,
Lawangan,,lbx,
Lamu-Lamu,,lby,
Lardil,,lbz,
Legenyem,,lcc,
Lola,,lcd,
Sekak,,lce,
Lubu,,lcf,
Luchazi,,lch,
Lisela,,lcl,
Tungag,lcm_Latn,lcm,
"Lawa, Western",lcp_Thai,lcp,
Luhu,,lcq,
Lisabata-Nuniali,,lcs,
Dũya,ldb_Latn,ldb,
Luri,,ldd,
Lenyima,,ldg,
Lamja-Dengsa-Tola,,ldh,
Laari,,ldi,
Lemoro,,ldj,
Leelau,,ldk,
Kaan,,ldl,
Landoma,,ldm,
Loo,,ldo,
Tso,,ldp,
Lufu,,ldq,
Lega-Shabunda,,lea,
Lala-Bisa,,leb,
Leco,,lec,
Lendu,led_Latn,led,
Lyélé,lee_Latn,lee,
Lelemi,lef_Latn,lef,
Lenje,,leh,
Lemio,,lei,
Lengola,,lej,
Leipon,,lek,
Lele (Democratic Republic of Congo),,lel,
Nomaande,lem_Latn,lem,
Leti (Cameroon),,leo,
Lepcha,,lep,
Lembena,,leq,
Lenkau,,ler,
Lese,,les,
Lesing-Gelimi,,let,
Kara (Papua New Guinea),,leu,
Lamma,,lev,
"Kaili, Ledo",lew_Latn,lew,
Luang,lex_Latn,lex,
Lemolang,,ley,
Lezghian,,lez,
Lefa,,lfa,
Lungga,,lga,
Laghu,,lgb,
Lugbara,lgg_Latn,lgg,
Laghuu,,lgh,
Lengilu,,lgi,
Neverver,,lgk,
Wala,lgl_Latn,lgl,
Lega-Mwenga,,lgm,
T'apo,,lgn,
Logba,,lgq,
Lengo,,lgr,
Pahi,,lgt,
Longgu,,lgu,
Ligenza,,lgz,
Laha (Viet Nam),,lha,
Laha (Indonesia),,lhh,
Lahu Shi,,lhi,
Lahul Lohar,,lhl,
Lhomi,,lhm,
Lahanan,,lhn,
Lhokpu,,lhp,
Mlahsö,,lhs,
Lo-Toga,,lht,
Lahu,lhu_Latn,lhu,
"Limba, West-Central",lia_Latn,lia,
Likum,,lib,
Hlai,,lic,
Nyindrou,lid_Latn,lid,
Likila,,lie,
Limbu,lif_Deva,lif,
Ligbi,,lig,
Lihir,,lih,
Lika,,lik,
Lillooet,,lil,
Lingala,lin_Latn,lin,ln
Liki,,lio,
Sekpele,lip_Latn,lip,
Libido,,liq,
Lisu,lis_Lisu,lis,
Lithuanian,lit_Latn,lit,lt
Logorik,,liu,
Liv,,liv,
Col,,liw,
Liabuku,,lix,
Banda-Bambari,,liy,
Libinza,,liz,
Golpa,,lja,
Rampi,lje_Latn,lje,
Laiyolo,,lji,
Li'o,,ljl,
Lampung Api,ljp_Latn,ljp,
Yirandali,,ljw,
Yuru,,ljx,
Lakalei,,lka,
Lukabaras,lkb_Latn,lkb,
Kucong,,lkc,
Lakondê,,lkd,
Kenyi,lke_Latn,lke,
Lakha,,lkh,
Laki,,lki,
Remun,,lkj,
Laeko-Libuat,,lkl,
Kalaamaya,,lkm,
Vure,,lkn,
Olukhayo,,lko,
Päri,,lkr,
Olushisa,,lks,
Lakota,,lkt,
Kungkari,,lku,
Lokoya,,lky,
Lala-Roba,lla_Latn,lla,
Lolo,,llb,
Lele (Guinea),,llc,
Ladin,lld_Latn_gherd,lld,
Lele (Papua New Guinea),,lle,
Hermit,,llf,
Lole,llg_Latn,llg,
Lamu,,llh,
Teke-Laali,,lli,
Lelak,,llk,
Lilau,,lll,
Lasalimu,,llm,
Lele,lln_Latn,lln,
North Efate,,llp,
Lolak,,llq,
Lau,,llu,
Lauan,,llx,
East Limba,,lma,
Merei,,lmb,
Limilngan,,lmc,
Lumun,,lmd,
Pévé,lme_Latn,lme,
South Lembata,,lmf,
Lamogai,,lmg,
Lombi,,lmi,
West Lembata,,lmj,
Lamkang,,lmk,
Hano,,lml,
Lambadi,,lmn,
Limbum,,lmp,
Lamatuka,,lmq,
Lamalera,,lmr,
Lamenu,,lmu,
Lomaiviti,,lmv,
Lake Miwok,,lmw,
Laimbue,,lmx,
Lamboya,,lmy,
Langbashe,,lna,
Mbalanhu,,lnb,
Lundayeh,lnd_Latn,lnd,
Lanoh,,lnh,
Daantanai',,lni,
Leningitij,,lnj,
South Central Banda,,lnl,
Langam,,lnm,
Lorediakarkar,,lnn,
Lango (South Sudan),,lno,
Lamnso’,lns_Latn,lns,
Longuda,lnu_Latn,lnu,
Lonzo,,lnz,
Loloda,loa_Latn,loa,
Lobi,lob_Latn,lob,
Inonhan,,loc,
Saluan,,loe,
Logol,,lof,
Logo,,log,
Narim,,loh,
Loma (Côte d'Ivoire),,loi,
Lou,,loj,
Loko,lok_Latn,lok,
Mongo,,lol,
Loma,lom_Latn,lom,
"Lomwe, Malawi",lon_Latn,lon,
Lombo,,loo,
Lopa,,lop,
Lobala,loq_Latn,loq,
Téén,,lor,
Loniu,,los,
Otuho,,lot,
Louisiana Creole,,lou,
Tampias Lobu,,low,
Loun,,lox,
Loke,,loy,
Lozi,,loz,
Lelepa,,lpa,
Lepki,,lpe,
Long Phuri Naga,,lpn,
Lipo,,lpo,
Lopit,,lpx,
Rara Bakati',,lra,
Northern Luri,,lrc,
Laurentian,,lre,
Laragia,,lrg,
Olumarachi,,lri,
Lari,,lrl,
Olumarama,,lrm,
Lorang,,lrn,
Laro,,lro,
Southern Yamphu,,lrr,
Larantuka Malay,,lrt,
Larevat,,lrv,
Lemerig,,lrz,
Lasgerdi,,lsa,
Lishana Deni,,lsd,
Lusengo,,lse,
Lish,,lsh,
Lacid,lsi_Latn,lsi,
Saamya-Gwe,lsm_Latn,lsm,
Aruop,,lsr,
Lasi,lss_Arab,lss,
Late Middle Chinese,,ltc,
Thur,lth_Latn,lth,
Leti (Indonesia),,lti,
Latundê,,ltn,
Tsotso,lto_Latn,lto,
Tachoni,,lts,
Latu,,ltu,
Luxembourgish,ltz_Latn,ltz,lb
Luba-Lulua,lua_Latn,lua,
Luba-Katanga,,lub,lu
Aringa,luc_Latn,luc,
Ludian,,lud,
Luvale,,lue,
Laua,,luf,
Ganda,lug_Latn,lug,lg
Luiseno,,lui,
Luna,,luj,
Lunanakha,,luk,
Olu'bo,,lul,
Luimbi,,lum,
Lunda,,lun,
Dholuo,luo_Latn,luo,
Luo,luo_Latn,luo,
Lumbu,,lup,
Lucumi,,luq,
Laura,,lur,
Lushai,lus_Latn,lus,
Lushootseed,,lut,
Luwati,,luv,
Luo (Cameroon),,luw,
Southern Luri,,luz,
Maku'a,,lva,
Lavi,,lvi,
Lavukaleve,,lvk,
Standard Latvian,lvs_Latn,lvs,
Levuka,,lvu,
Lwalu,,lwa,
Lewo Eleng,,lwe,
Wanga,lwg_Latn,lwg,
White Lachi,,lwh,
Eastern Lawa,,lwl,
Laomian,,lwm,
Luwo,lwo_Latn,lwo,
Lewotobi,,lwt,
Lawu,,lwu,
Lewo,lww_Latn,lww,
Lakurumau,,lxm,
Layakha,,lya,
Lyngngam,,lyg,
Luyana,,lyn,
Literary Chinese,,lzh,
Litzlitz,,lzl,
Leinong Naga,,lzn,
Laz,lzz_Latn,lzz,
San Jerónimo Tecóatl Mazatec,maa_Latn,maa,
"Mazatec, San Jerónimo Tecóatl",,maa-dialect_sanantonio,
Yutanduchi Mixtec,mab_Latn,mab,
Madura,mad_Latn,mad,
Bo-Rukul,,mae,
Mafa,maf_Latn,maf,
Magahi,mag_Deva,mag,
Marshallese,mah_Latn,mah,mh
Maithili,mai_Deva,mai,
"Mazatec, Jalapa de Díaz",maj_Latn,maj,
Makasar,mak_Latn,mak,
Malayalam,mal_Mlym,mal,ml
Mam,mam_Latn,mam,
"Mazatec, Chiquihuitlán",maq_Latn,maq,
Marathi,mar_Deva,mar,mr
Masai,,mas,
San Francisco Matlatzinca,,mat,
Huautla Mazatec,mau_Latn,mau,
Sateré-Mawé,,mav,
Mampruli,maw_Latn,maw,
North Moluccan Malay,max_Latn,max,
"Mazahua, Central",maz_Latn,maz,
Higaonon,,mba,
"Manobo, Western Bukidnon",mbb_Latn,mbb,
Macushi,mbc_Latn,mbc,
Dibabawon Manobo,,mbd,
Molale,,mbe,
Baba Malay,,mbf,
Mangseng,mbh_Latn,mbh,
Ilianen Manobo,,mbi,
Nadëb,mbj_Latn,mbj,
Malol,,mbk,
Maxakalí,,mbl,
Ombamba,,mbm,
Macaguán,,mbn,
Mbo (Cameroon),,mbo,
Malayo,,mbp,
Maisin,,mbq,
Nukak Makú,,mbr,
Sarangani Manobo,,mbs,
"Manobo, Matigsalug",mbt_Latn,mbt,
Mbula-Bwazza,mbu_Latn,mbu,
Mbulungish,,mbv,
Maring,,mbw,
Mari (East Sepik Province),,mbx,
Memoni,,mby,
"Mixtec, Amoltepec",,mbz,
Maka,mca_Latn,mca,
Matsigenka,mcb_Latn,mcb,
Bitur,,mcc,
Sharanahua,mcd_Latn,mcd,
Itundujia Mixtec,,mce,
Matsés,mcf_Latn,mcf,
Mapoyo,,mcg,
Maquiritari,,mch,
Mese,,mci,
Mvanip,,mcj,
Mbunda,,mck,
Macaguaje,,mcl,
Malaccan Creole Portuguese,,mcm,
Masana,,mcn,
"Mixe, Coatlán",mco_Latn,mco,
Makaa,mcp_Latn,mcp,
Ese,mcq_Latn,mcq,
Menya,,mcr,
Mambai,,mcs,
Mengisa,,mct,
"Mambila, Cameroon",mcu_Latn,mcu,
Minanibai,,mcv,
Mawa (Chad),,mcw,
Mpiemo,mcx_Latn,mcx,
South Watut,,mcy,
Mawan,,mcz,
Mada,mda_Latn,mda,
Morigi,,mdb,
Male (Papua New Guinea),,mdc,
Mbum,mdd_Latn,mdd,
Maba (Chad),,mde,
Moksha,,mdf,
Massalat,,mdg,
Maguindanaon,,mdh,
Mamvu,,mdi,
Mangbetu,,mdj,
Mangbutu,,mdk,
Mayogo,,mdm,
Mbati,,mdn,
Mbala,,mdp,
Mbole,,mdq,
Mandar,,mdr,
Maria (Papua New Guinea),,mds,
Mbere,,mdt,
Mboko,,mdu,
"Mixtec, Santa Lucía Monteverde",mdv_Latn,mdv,
Mbosi,,mdw,
Dizin,,mdx,
Male,mdy_Ethi,mdy,
Suruí Do Pará,,mdz,
Menka,,mea,
Ikobi,,meb,
Marra,,mec,
Melpa,med_Latn,med,
Mengen,mee_Latn,mee,
Megam,,mef,
Southwestern Tlaxiaco Mixtec,meh_Latn,meh,
Midob,,mei,
Meyah,mej_Latn,mej,
Mekeo,mek_Latn,mek,
Central Melanau,mel_Latn,mel,
Mangala,,mem,
Mende,men_Latn,men,
Kedah Malay,,meo,
Miriwoong,,mep,
Merey,meq_Latn,meq,
Meru,mer_Latn,mer,
Masmaje,,mes,
Mato,met_Latn,met,
Motu,meu_Latn,meu,
Maan,mev_Latn,mev,
Maaka,,mew,
Hassaniyya,,mey,
Menominee,,mez,
Pattani Malay,,mfa,
Bangka,,mfb,
Mba,,mfc,
Mendankwe-Nkwen,,mfd,
Morisyen,mfe_Latn,mfe,
Naki,,mff,
Mogofin,,mfg,
Matal,mfh_Latn,mfh,
Wandala,mfi_Latn,mfi,
Mefele,,mfj,
"Mofu, North",mfk_Latn,mfk,
Putai,,mfl,
Marghi South,mfm_Latn,mfm,
Cross River Mbembe,mfn_Latn,mfn,
Mbe,mfo_Latn,mfo,
Makassar Malay,,mfp,
Moba,mfq_Latn,mfq,
Marrithiyel,,mfr,
Mokerang,,mft,
Mbwela,,mfu,
Mandjak,mfv_Latn,mfv,
Mulaha,,mfw,
Melo,,mfx,
Mayo,mfy_Latn,mfy,
Mabaan,mfz_Latn,mfz,
Mararit,,mgb,
Morokodo,,mgc,
Moru,mgd_Latn,mgd,
Mango,mge_Latn,mge,
Maklew,,mgf,
Mpumpong,mgg_Latn,mgg,
Makhuwa-Meetto,mgh_Latn,mgh,
Lijili,mgi_Latn,mgi,
Abureni,,mgj,
Mawes,,mgk,
Maleu-Kilenge,,mgl,
Mambae,,mgm,
Mbangi,,mgn,
Meta’,mgo_Latn,mgo,
Eastern Magar,,mgp,
Malila,,mgq,
Mambwe-Lungu,,mgr,
Manda (Tanzania),,mgs,
Mongol,,mgt,
Mailu,,mgu,
Matengo,,mgv,
Matumbi,,mgw,
Mbunga,,mgy,
Mbugwe,,mgz,
Manda (India),,mha,
Mahongwe,,mhb,
Mocho,,mhc,
Mbugu,,mhd,
Mah Meri,,mhe,
Mamaa,,mhf,
Margu,,mhg,
Ma’di,mhi_Latn,mhi,
Mogholi,,mhj,
Mungaka,mhk_Latn,mhk,
Mauwake,,mhl,
Makhuwa-Moniga,,mhm,
Mócheno,,mhn,
Mashi (Zambia),,mho,
Balinese Malay,,mhp,
Mandan,,mhq,
"Mari, Meadow",mhr_Cyrl,mhr,
Buru (Indonesia),,mhs,
Mandahuaca,,mht,
Digaro-Mishmi,mhu_Latn,mhu,
Mbukushu,,mhw,
Lhao Vo,mhx_Latn,mhx,
Ma’anyan,mhy_Latn,mhy,
Mor (Mor Islands),,mhz,
Miami,,mia,
"Mixtec, Atatlahuca",mib_Latn,mib,
Mi'kmaq,,mic,
Mandaic,,mid,
"Mixtec, Ocotepec",mie_Latn,mie,
Mofu-Gudur,mif_Latn,mif,
San Miguel El Grande Mixtec,mig_Latn,mig,
"Mixtec, Chayuco",mih_Latn,mih,
Chigmecatitlán Mixtec,,mii,
Mungbam,,mij,
Mikasuki,,mik,
"Mixtec, Peñoles",mil_Latn,mil,
"Mixtec, Alacatlatzala",mim_Latn,mim,
Minangkabau,min_Latn,min,
"Mixtec, Pinotepa Nacional",mio_Latn,mio,
"Mixtec, Apasco-Apoala",mip_Latn,mip,
Mískito,miq_Latn,miq,
Isthmus Mixe,,mir,
"Mixtec, Southern Puebla",mit_Latn,mit,
Cacaloxtepec Mixtec,miu_Latn,miu,
Akoye,,miw,
Mixtepec Mixtec,,mix,
"Mixtec, Ayutla",miy_Latn,miy,
"Mixtec, Coatzospan",miz_Latn,miz,
San Juan Colorado Mixtec,,mjc,
Northwest Maidu,,mjd,
Muskum,,mje,
Tu,,mjg,
Mwera (Nyasa),,mjh,
Kim Mun,,mji,
Mawak,,mjj,
Matukar,,mjk,
Mandeali,mjl_Deva,mjl,
Medebur,,mjm,
Ma (Papua New Guinea),,mjn,
Malankuravan,,mjo,
Malapandaram,,mjp,
Malaryan,,mjq,
Malavedan,,mjr,
Miship,,mjs,
Sauria Paharia,,mjt,
Manna-Dora,,mju,
Mannan,mjv_Mlym,mjv,
Karbi,,mjw,
Mahali,,mjx,
Mahican,,mjy,
Majhi,,mjz,
Mbre,,mka,
Mal Paharia,,mkb,
Siliput,,mkc,
Macedonian,mkd_Cyrl,mkd,mk
Mawchi,,mke,
Miya,mkf_Latn,mkf,
Mak (China),,mkg,
Dhatki,mki_Arab,mki,
Mokilese,,mkj,
Byep,,mkk,
Mokole,mkl_Latn,mkl,
Moklen,,mkm,
"Malay, Kupang",mkn_Latn,mkn,
Mingang Doso,,mko,
Moikodi,,mkp,
Bay Miwok,,mkq,
Malas,,mkr,
Silacayoapan Mixtec,,mks,
Vamale,,mkt,
Konyanka Maninka,,mku,
Mafea,,mkv,
Kituba (Congo),,mkw,
Kinamiging Manobo,,mkx,
East Makian,,mky,
Makasae,,mkz,
Malo,,mla,
Mbule,,mlb,
Cao Lan,,mlc,
Manambu,,mle,
Mal,,mlf,
Malagasy,mlg_Latn,mlg,mg
Mape,,mlh,
Malimpung,,mli,
Miltu,,mlj,
Kiwilwana,,mlk,
Malua Bay,,mll,
Mulam,,mlm,
Malango,,mln,
Mlomp,,mlo,
Bargam,,mlp,
Western Maninkakan,mlq_Latn,mlq,
Vame,,mlr,
Masalit,,mls,
Maltese,mlt_Latn,mlt,mt
To'abaita,,mlu,
Mwotlap,,mlv,
Moloko,,mlw,
Naha'ai,,mlx,
Malaynon,,mlz,
Mama,,mma,
Momina,,mmb,
Michoacán Mazahua,mmc_Latn,mmc,
Maonan,,mmd,
Mae,,mme,
Mundat,,mmf,
"Ambrym, North",mmg_Latn,mmg,
Mehináku,,mmh,
Musar,,mmi,
Majhwar,,mmj,
Mukha-Dora,,mmk,
Man Met,,mml,
Maii,,mmm,
Mamanwa,,mmn,
Mangga Buang,,mmo,
Siawi,,mmp,
Musak,,mmq,
Western Xiangxi Miao,,mmr,
Malalamai,,mmt,
Mmaala,,mmu,
Miriti,,mmv,
Emae,,mmw,
Madak,,mmx,
Migaama,,mmy,
Mabaale,,mmz,
Mbula,,mna,
Muna,mnb_Latn,mnb,
Manchu,,mnc,
Mondé,,mnd,
Naba,mne_Latn,mne,
Mundani,mnf_Latn,mnf,
Eastern Mnong,,mng,
Mono (Democratic Republic of Congo),,mnh,
Meitei,mni_Beng,mni,
Munji,,mnj,
Mandinka,mnk_Latn,mnk,
Tiale,,mnl,
Mapena,,mnm,
Southern Mnong,,mnn,
Min Bei Chinese,,mnp,
Minriq,,mnq,
Mono (USA),,mnr,
Mansi,,mns,
Mer,,mnu,
Rennell-Bellona,,mnv,
Mon,mnw_Mymr,mnw,
Sougb,mnx_Latn,mnx,
Manyawa,,mny,
Moni,,mnz,
Mwan,moa_Latn,moa,
Mocoví,,moc,
Montagnais,,moe,
Mongondow,mog_Latn,mog,
Mohawk,,moh,
Mboi,,moi,
Monzombo,,moj,
Morori,,mok,
Mangue,,mom,
Mongolian,mon_Cyrl,mon,mn
Monom,,moo,
"Maya, Mopán",mop_Latn,mop,
Mor (Bomberai Peninsula),,moq,
Moro,mor_Latn,mor,
Mòoré,mos_Latn,mos,
Barí,,mot,
Mogum,,mou,
Mohave,,mov,
Moi (Congo),,mow,
Molima,mox_Latn,mox,
Shekkacho,,moy,
Mukulu,moz_Latn,moz,
Mpoto,,mpa,
Mullukmulluk,,mpb,
Mangarrayi,,mpc,
Machinere,,mpd,
Majang,,mpe,
Marba,mpg_Latn,mpg,
Maung,,mph,
Mpade,,mpi,
Wangkajunga,,mpj,
Mbara (Chad),,mpk,
Middle Watut,,mpl,
"Mixtec, Yosondúa",mpm_Latn,mpm,
Mindiri,,mpn,
Miu,,mpo,
Migabac,mpp_Latn,mpp,
Matís,,mpq,
Vangunu,,mpr,
Dadibi,,mps,
Mian,,mpt,
Makuráp,,mpu,
Mungkip,,mpv,
Mapidian,,mpw,
Misima-Panaeati,mpx_Latn,mpx,
Mapia,,mpy,
Mpi,,mpz,
Maba (Indonesia),,mqa,
Mbuko,mqb_Latn,mqb,
Mangole,,mqc,
Matepi,,mqe,
Momuna,mqf_Latn,mqf,
Kota Bangun Kutai Malay,,mqg,
Tlazoyaltepec Mixtec,,mqh,
Mariri,,mqi,
Mamasa,mqj_Latn,mqj,
Rajah Kabunsuwan Manobo,,mqk,
Mbelime,,mql,
South Marquesan,,mqm,
Moronene,mqn_Latn,mqn,
Modole,,mqo,
Manipa,,mqp,
Minokok,,mqq,
Mander,,mqr,
West Makian,,mqs,
Mok,,mqt,
Mandari,,mqu,
Mosimo,,mqv,
Murupi,,mqw,
Mamuju,,mqx,
Manggarai,mqy_Latn,mqy,
Pano,,mqz,
Mlabri,,mra,
Marino,,mrb,
Maricopa,,mrc,
Western Magar,,mrd,
Elseng,,mrf,
Mising,,mrg,
Mara Chin,,mrh,
Maori,mri_Latn,mri,mi
Western Mari,mrj_Cyrl,mrj,
Hmwaveke,,mrk,
Mortlockese,,mrl,
Mwerlap,,mrm,
Cheke Holo,,mrn,
Mru,,mro,
Morouas,,mrp,
North Marquesan,,mrq,
Maria (India),mrr_Deva,mrr,
Maragus,,mrs,
Marghi Central,mrt_Latn,mrt,
Mono (Cameroon),,mru,
Mangareva,,mrv,
Maranao,mrw_Latn,mrw,
Maremgi,,mrx,
Mandaya,,mry,
Marind,,mrz,
Masbatenyo,,msb,
Sankaran Maninka,,msc,
Musey,,mse,
Mekwei,,msf,
Moraid,,msg,
Masikoro Malagasy,msh_Latn,msh,
Sabah Malay,msi_Latn,msi,
Ma (Democratic Republic of Congo),,msj,
Mansaka,,msk,
Poule,,msl,
Agusan Manobo,,msm,
Vurës,,msn,
Mombum,,mso,
Maritsauá,,msp,
Caac,,msq,
West Masela,,mss,
Musom,,msu,
Maslam,,msv,
Mansoanka,msw_Latn,msw,
Moresada,,msx,
Aruamu,msy_Latn,msy,
Momare,,msz,
Cotabato Manobo,,mta,
Anyin Morofo,,mtb,
Munit,,mtc,
Mualang,mtd_Latn,mtd,
Mono (Solomon Islands),,mte,
Murik (Papua New Guinea),,mtf,
Una,,mtg,
Munggui,,mth,
Maiwa (Papua New Guinea),,mti,
Moskona,mtj_Latn,mtj,
Mbe',,mtk,
Montol,,mtl,
Mator,,mtm,
Matagalpa,,mtn,
"Mixe, Totontepec",mto_Latn,mto,
Wichí Lhamtés Nocten,,mtp,
Muong,,mtq,
Mewari,mtr_Deva,mtr,
Yora,,mts,
Mota,,mtt,
Tututepec Mixtec,mtu_Latn,mtu,
Asaro'o,,mtv,
Southern Binukidnon,,mtw,
Tidaá Mixtec,mtx_Latn,mtx,
Nabi,,mty,
Mundang,mua_Latn,mua,
Mubi,,mub,
Ajumbu,,muc,
Mednyj Aleut,,mud,
Musgu,mug_Latn,mug,
Mündü,muh_Latn,muh,
Musi,mui_Latn,mui,
Mabire,,muj,
Mugom,,muk,
Maiwala,,mum,
Nyong,,muo,
Malvi,mup_Deva,mup,
Eastern Xiangxi Miao,,muq,
Murle,mur_Latn,mur,
Creek,,mus,
Western Muria,,mut,
Yaaku,,muu,
Muthuvan,muv_Mlym,muv,
Bo-Ung,,mux,
Muyang,muy_Latn,muy,
Mursi,,muz,
Manam,,mva,
Mattole,,mvb,
Mamboru,,mvd,
Marwari (Pakistan),mve_Arab,mve,
Peripheral Mongolian,,mvf,
Yucuañe Mixtec,,mvg,
Mulgi,,mvh,
Miyako,,mvi,
Mekmek,,mvk,
Mbara (Australia),,mvl,
Minaveha,,mvn,
Marovo,,mvo,
Duri,mvp_Latn,mvp,
Moere,,mvq,
Marau,,mvr,
Massep,,mvs,
Mpotovoro,,mvt,
Marfa,,mvu,
Tagal Murut,,mvv,
Machinga,,mvw,
Meoswar,,mvx,
Indus Kohistani,mvy_Arab,mvy,
